MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES,EMPLEO PROMEDIO,SALARIO Total Municipio Tercer Trimestre 2022,Promedio
Aguadilla,5,"Agricultura, Bosque, Pesca y Caza        ",11,16,58,165967,2862
Aguadilla,5,Mineria                                  ,21,1,*,*,*
Aguadilla,5,"Electricidad, Agua y Gas                 ",22,2,*,*,*
Aguadilla,5,Construcción                             ,23,32,568,3748714,6600
Aguadilla,5,Manufactura                              ,31-33,47,2425,37176751,15331
Aguadilla,5,Alimentos                                ,311,19,367,1538199,4191
Aguadilla,5,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Aguadilla,5,Textiles                                 ,313,0,0,0,0
Aguadilla,5,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Aguadilla,5,Ropa                                     ,315,0,0,0,0
Aguadilla,5,Cuero y Productos Relacionados           ,316,0,0,0,0
Aguadilla,5,Productos de Madera                      ,321,1,*,*,*
Aguadilla,5,Papel                                    ,322,0,0,0,0
Aguadilla,5,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Aguadilla,5,Productos de Petróleo y Carbón           ,324,1,*,*,*
Aguadilla,5,Productos Químicos                       ,325,1,*,*,*
Aguadilla,5,Productos de Goma y Plásticos            ,326,1,*,*,*
Aguadilla,5,Productos Minerales no Metálicos         ,327,2,*,*,*
Aguadilla,5,Industrias de Materiales Primarios       ,331,1,*,*,*
Aguadilla,5,Productos de Metal                       ,332,4,17,57560,3386
Aguadilla,5,Maquinaria                               ,333,2,*,*,*
Aguadilla,5,Computadora y Productos Electrónicos    ,334,3,1587,32356968,20389
Aguadilla,5,Equipo y Aparatos Eléctricos             ,335,2,*,*,*
Aguadilla,5,Equipo de Transportación                 ,336,0,0,0,0
Aguadilla,5,Muebles y Productos Relacionados         ,337,4,10,31812,3181
Aguadilla,5,Industrias Manufactureras Misceláneas    ,339,5,300,2174940,7250
Aguadilla,5,Comercio al por Mayor                    ,42,28,286,2808645,9820
Aguadilla,5,Comercio al Detal                        ,44-45,227,2819,13858905,4916
Aguadilla,5,Transportación y Almacenamiento           ,48-49,29,710,7411519,10439
Aguadilla,5,Información                              ,51,10,217,1759779,8110
Aguadilla,5,Finanzas y Seguros                       ,52,25,280,2620757,9360
Aguadilla,5,"Bienes Raíces, Renta o Arrendamiento     ",53,41,288,1507367,5234
Aguadilla,5,Servicios Profesionales y Técnicos       ,54,92,1788,24359184,13624
Aguadilla,5,Gerencia de Companías y Empresas         ,55,1,*,*,*
Aguadilla,5,Servicios Adm. y Desperdicios Sólidos    ,56,23,130,986441,7588
Aguadilla,5,Servicios Educativos                     ,61,24,1826,14787188,8098
Aguadilla,5,Servicios de Salud y Asistencia Social   ,62,180,1489,9588340,6439
Aguadilla,5,"Arte, Entretenimiento y Recreación       ",71,12,175,728437,4162
Aguadilla,5,Alojamiento y Servicios de Alimentos     ,72,137,1784,6857624,3844
Aguadilla,5,Otros Servicios Excepto Adm. Pública     ,81,56,192,904140,4709
Aguadilla,5,Administración Pública                   ,92,28,3525,37845710,10736
Aguadilla,5,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Aguas Buenas,7,Total Municipio Primer Trimestre 2023 ,10,165,1691,9858734,5830
Aguas Buenas,7,"Agricultura, Bosque, Pesca y Caza        ",11,8,51,186470,3656
Aguas Buenas,7,Mineria                                  ,21,0,0,0,0
Aguas Buenas,7,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Aguas Buenas,7,Construcción                             ,23,20,165,1057601,6410
Aguas Buenas,7,Manufactura                              ,31-33,10,80,331398,4142
Aguas Buenas,7,Alimentos                                ,311,4,38,160783,4231
Aguas Buenas,7,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Aguas Buenas,7,Textiles                                 ,313,0,0,0,0
Aguas Buenas,7,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Aguas Buenas,7,Ropa                                     ,315,1,*,*,*
Aguas Buenas,7,Cuero y Productos Relacionados           ,316,0,0,0,0
Aguas Buenas,7,Productos de Madera                      ,321,0,0,0,0
Aguas Buenas,7,Papel                                    ,322,0,0,0,0
Aguas Buenas,7,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Aguas Buenas,7,Productos de Petróleo y Carbón           ,324,0,0,0,0
Aguas Buenas,7,Productos Químicos                       ,325,0,0,0,0
Aguas Buenas,7,Productos de Goma y Plásticos            ,326,0,0,0,0
Aguas Buenas,7,Productos Minerales no Metálicos         ,327,1,*,*,*
Aguas Buenas,7,Industrias de Materiales Primarios       ,331,0,0,0,0
Aguas Buenas,7,Productos de Metal                       ,332,3,8,37105,4638
Aguas Buenas,7,Maquinaria                               ,333,0,0,0,0
Aguas Buenas,7,Computadora y Productos Electrónicos    ,334,0,0,0,0
Aguas Buenas,7,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Aguas Buenas,7,Equipo de Transportación                 ,336,0,0,0,0
Aguas Buenas,7,Muebles y Productos Relacionados         ,337,0,0,0,0
Aguas Buenas,7,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Aguas Buenas,7,Comercio al por Mayor                    ,42,11,25,207370,8295
Aguas Buenas,7,Comercio al Detal                        ,44-45,32,297,1564393,5267
Aguas Buenas,7,Transportación y Almacenamiento           ,48-49,3,*,*,*
Aguas Buenas,7,Información                              ,51,1,*,*,*
Aguas Buenas,7,Finanzas y Seguros                       ,52,2,*,*,*
Aguas Buenas,7,"Bienes Raíces, Renta o Arrendamiento     ",53,6,26,109251,4202
Aguas Buenas,7,Servicios Profesionales y Técnicos       ,54,6,21,114366,5446
Aguas Buenas,7,Gerencia de Companías y Empresas         ,55,0,0,0,0
Aguas Buenas,7,Servicios Adm. y Desperdicios Sólidos    ,56,3,32,129666,4052
Aguas Buenas,7,Servicios Educativos                     ,61,4,330,2660921,8063
Aguas Buenas,7,Servicios de Salud y Asistencia Social   ,62,25,102,610752,5988
Aguas Buenas,7,"Arte, Entretenimiento y Recreación       ",71,2,*,*,*
Aguas Buenas,7,Alojamiento y Servicios de Alimentos     ,72,15,78,312944,4012
Aguas Buenas,7,Otros Servicios Excepto Adm. Pública     ,81,7,15,64954,4330
Aguas Buenas,7,Administración Pública                   ,92,9,370,1759657,4756
Aguas Buenas,7,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Aibonito,9,Total Municipio Primer Trimestre 2023 ,10,346,6073,45398968,7476
Aibonito,9,"Agricultura, Bosque, Pesca y Caza        ",11,29,153,690192,4511
Aibonito,9,Mineria                                  ,21,0,0,0,0
Aibonito,9,"Electricidad, Agua y Gas                 ",22,3,16,161512,10095
Aibonito,9,Construcción                             ,23,13,61,275310,4513
Aibonito,9,Manufactura                              ,31-33,25,1607,14584194,9075
Aibonito,9,Alimentos                                ,311,14,*,*,*
Aibonito,9,Productos de Tabaco y Bebidas            ,312,2,*,*,*
Aibonito,9,Textiles                                 ,313,0,0,0,0
Aibonito,9,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Aibonito,9,Ropa                                     ,315,1,*,*,*
Aibonito,9,Cuero y Productos Relacionados           ,316,0,0,0,0
Aibonito,9,Productos de Madera                      ,321,0,0,0,0
Aibonito,9,Papel                                    ,322,0,0,0,0
Aibonito,9,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Aibonito,9,Productos de Petróleo y Carbón           ,324,0,0,0,0
Aibonito,9,Productos Químicos                       ,325,2,*,*,*
Aibonito,9,Productos de Goma y Plásticos            ,326,0,0,0,0
Aibonito,9,Productos Minerales no Metálicos         ,327,0,0,0,0
Aibonito,9,Industrias de Materiales Primarios       ,331,0,0,0,0
Aibonito,9,Productos de Metal                       ,332,0,0,0,0
Aibonito,9,Maquinaria                               ,333,0,0,0,0
Aibonito,9,Computadora y Productos Electrónicos    ,334,0,0,0,0
Aibonito,9,Equipo y Aparatos Eléctricos             ,335,1,*,*,*
Aibonito,9,Equipo de Transportación                 ,336,1,*,*,*
Aibonito,9,Muebles y Productos Relacionados         ,337,2,*,*,*
Aibonito,9,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Aibonito,9,Comercio al por Mayor                    ,42,9,66,482693,7314
Aibonito,9,Comercio al Detal                        ,44-45,81,674,3169871,4703
Aibonito,9,Transportación y Almacenamiento           ,48-49,7,78,511122,6553
Aibonito,9,Información                              ,51,1,*,*,*
Aibonito,9,Finanzas y Seguros                       ,52,10,163,1568922,9625
Aibonito,9,"Bienes Raíces, Renta o Arrendamiento     ",53,2,*,*,*
Aibonito,9,Servicios Profesionales y Técnicos       ,54,29,66,473377,7172
Aibonito,9,Gerencia de Companías y Empresas         ,55,0,0,0,0
Aibonito,9,Servicios Adm. y Desperdicios Sólidos    ,56,7,76,331032,4356
Aibonito,9,Servicios Educativos                     ,61,3,484,3901876,8062
Aibonito,9,Servicios de Salud y Asistencia Social   ,62,63,1551,13069758,8427
Aibonito,9,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Aibonito,9,Alojamiento y Servicios de Alimentos     ,72,33,310,962079,3103
Aibonito,9,Otros Servicios Excepto Adm. Pública     ,81,17,48,214247,4463
Aibonito,9,Administración Pública                   ,92,14,713,4964305,6963
Aibonito,9,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Añasco,11,Total Municipio Primer Trimestre 2023 ,10,309,6500,55140555,8483
Añasco,11,"Agricultura, Bosque, Pesca y Caza        ",11,14,26,55805,2146
Añasco,11,Mineria                                  ,21,1,*,*,*
Añasco,11,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Añasco,11,Construcción                             ,23,17,88,449725,5111
Añasco,11,Manufactura                              ,31-33,32,3578,39489176,11037
Añasco,11,Alimentos                                ,311,11,50,125656,2513
Añasco,11,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Añasco,11,Textiles                                 ,313,0,0,0,0
Añasco,11,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Añasco,11,Ropa                                     ,315,0,0,0,0
Añasco,11,Cuero y Productos Relacionados           ,316,0,0,0,0
Añasco,11,Productos de Madera                      ,321,0,0,0,0
Añasco,11,Papel                                    ,322,0,0,0,0
Añasco,11,Imprenta e Industrias Relacionadas       ,323,2,*,*,*
Añasco,11,Productos de Petróleo y Carbón           ,324,0,0,0,0
Añasco,11,Productos Químicos                       ,325,1,*,*,*
Añasco,11,Productos de Goma y Plásticos            ,326,1,*,*,*
Añasco,11,Productos Minerales no Metálicos         ,327,0,0,0,0
Añasco,11,Industrias de Materiales Primarios       ,331,0,0,0,0
Añasco,11,Productos de Metal                       ,332,6,49,207387,4232
Añasco,11,Maquinaria                               ,333,1,*,*,*
Añasco,11,Computadora y Productos Electrónicos    ,334,0,0,0,0
Añasco,11,Equipo y Aparatos Eléctricos             ,335,1,*,*,*
Añasco,11,Equipo de Transportación                 ,336,0,0,0,0
Añasco,11,Muebles y Productos Relacionados         ,337,2,*,*,*
Añasco,11,Industrias Manufactureras Misceláneas    ,339,7,3246,37065943,11419
Añasco,11,Comercio al por Mayor                    ,42,9,91,682197,7497
Añasco,11,Comercio al Detal                        ,44-45,54,559,2661868,4762
Añasco,11,Transportación y Almacenamiento           ,48-49,8,73,547768,7504
Añasco,11,Información                              ,51,3,18,217992,12111
Añasco,11,Finanzas y Seguros                       ,52,3,*,*,*
Añasco,11,"Bienes Raíces, Renta o Arrendamiento     ",53,10,19,75120,3954
Añasco,11,Servicios Profesionales y Técnicos       ,54,15,73,508725,6969
Añasco,11,Gerencia de Companías y Empresas         ,55,0,0,0,0
Añasco,11,Servicios Adm. y Desperdicios Sólidos    ,56,6,8,43122,5390
Añasco,11,Servicios Educativos                     ,61,4,397,2893251,7288
Añasco,11,Servicios de Salud y Asistencia Social   ,62,52,261,1298040,4973
Añasco,11,"Arte, Entretenimiento y Recreación       ",71,1,*,*,*
Añasco,11,Alojamiento y Servicios de Alimentos     ,72,42,506,1751455,3461
Añasco,11,Otros Servicios Excepto Adm. Pública     ,81,26,113,459178,4064
Añasco,11,Administración Pública                   ,92,11,538,2551016,4742
Añasco,11,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Arecibo,13,Total Municipio Primer Trimestre 2023 ,10,1181,22087,167981841,7605
Arecibo,13,"Agricultura, Bosque, Pesca y Caza        ",11,55,434,1603743,3695
Arecibo,13,Mineria                                  ,21,2,*,*,*
Arecibo,13,"Electricidad, Agua y Gas                 ",22,3,532,6105006,11476
Arecibo,13,Construcción                             ,23,59,512,2884491,5634
Arecibo,13,Manufactura                              ,31-33,51,3513,34801347,9906
Arecibo,13,Alimentos                                ,311,20,329,1628983,4951
Arecibo,13,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Arecibo,13,Textiles                                 ,313,0,0,0,0
Arecibo,13,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Arecibo,13,Ropa                                     ,315,1,*,*,*
Arecibo,13,Cuero y Productos Relacionados           ,316,1,*,*,*
Arecibo,13,Productos de Madera                      ,321,0,0,0,0
Arecibo,13,Papel                                    ,322,1,*,*,*
Arecibo,13,Imprenta e Industrias Relacionadas       ,323,5,8,30193,3774
Arecibo,13,Productos de Petróleo y Carbón           ,324,0,0,0,0
Arecibo,13,Productos Químicos                       ,325,1,*,*,*
Arecibo,13,Productos de Goma y Plásticos            ,326,1,*,*,*
Arecibo,13,Productos Minerales no Metálicos         ,327,3,51,222022,4353
Arecibo,13,Industrias de Materiales Primarios       ,331,0,0,0,0
Arecibo,13,Productos de Metal                       ,332,7,11,43558,3960
Arecibo,13,Maquinaria                               ,333,1,*,*,*
Arecibo,13,Computadora y Productos Electrónicos    ,334,1,*,*,*
Arecibo,13,Equipo y Aparatos Eléctricos             ,335,3,*,*,*
Arecibo,13,Equipo de Transportación                 ,336,0,0,0,0
Arecibo,13,Muebles y Productos Relacionados         ,337,4,13,64231,4941
Arecibo,13,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Arecibo,13,Comercio al por Mayor                    ,42,39,201,1155264,5748
Arecibo,13,Comercio al Detal                        ,44-45,259,2283,13341188,5844
Arecibo,13,Transportación y Almacenamiento           ,48-49,29,282,2775588,9843
Arecibo,13,Información                              ,51,13,214,1153424,5390
Arecibo,13,Finanzas y Seguros                       ,52,35,568,4393711,7735
Arecibo,13,"Bienes Raíces, Renta o Arrendamiento     ",53,31,94,796146,8470
Arecibo,13,Servicios Profesionales y Técnicos       ,54,74,264,2575947,9757
Arecibo,13,Gerencia de Companías y Empresas         ,55,2,*,*,*
Arecibo,13,Servicios Adm. y Desperdicios Sólidos    ,56,41,277,1927074,6957
Arecibo,13,Servicios Educativos                     ,61,22,3178,24377839,7671
Arecibo,13,Servicios de Salud y Asistencia Social   ,62,259,3508,25007849,7129
Arecibo,13,"Arte, Entretenimiento y Recreación       ",71,5,29,118207,4076
Arecibo,13,Alojamiento y Servicios de Alimentos     ,72,111,1283,4487430,3498
Arecibo,13,Otros Servicios Excepto Adm. Pública     ,81,58,298,1210006,4060
Arecibo,13,Administración Pública                   ,92,33,4511,38857934,8614
Arecibo,13,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Arroyo,15,Total Municipio Primer Trimestre 2023 ,10,109,2710,22612026,8344
Arroyo,15,"Agricultura, Bosque, Pesca y Caza        ",11,5,3,7208,2403
Arroyo,15,Mineria                                  ,21,0,0,0,0
Arroyo,15,"Electricidad, Agua y Gas                 ",22,0,0,0,0
Arroyo,15,Construcción                             ,23,6,22,95562,4344
Arroyo,15,Manufactura                              ,31-33,9,*,*,*
Arroyo,15,Alimentos                                ,311,1,*,*,*
Arroyo,15,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Arroyo,15,Textiles                                 ,313,0,0,0,0
Arroyo,15,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Arroyo,15,Ropa                                     ,315,1,*,*,*
Arroyo,15,Cuero y Productos Relacionados           ,316,0,0,0,0
Arroyo,15,Productos de Madera                      ,321,0,0,0,0
Arroyo,15,Papel                                    ,322,0,0,0,0
Arroyo,15,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Arroyo,15,Productos de Petróleo y Carbón           ,324,0,0,0,0
Arroyo,15,Productos Químicos                       ,325,1,*,*,*
Arroyo,15,Productos de Goma y Plásticos            ,326,0,0,0,0
Arroyo,15,Productos Minerales no Metálicos         ,327,1,*,*,*
Arroyo,15,Industrias de Materiales Primarios       ,331,0,0,0,0
Arroyo,15,Productos de Metal                       ,332,2,*,*,*
Arroyo,15,Maquinaria                               ,333,1,*,*,*
Arroyo,15,Computadora y Productos Electrónicos    ,334,0,0,0,0
Arroyo,15,Equipo y Aparatos Eléctricos             ,335,1,*,*,*
Arroyo,15,Equipo de Transportación                 ,336,0,0,0,0
Arroyo,15,Muebles y Productos Relacionados         ,337,0,0,0,0
Arroyo,15,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Arroyo,15,Comercio al por Mayor                    ,42,0,0,0,0
Arroyo,15,Comercio al Detal                        ,44-45,24,500,1991983,3984
Arroyo,15,Transportación y Almacenamiento           ,48-49,1,*,*,*
Arroyo,15,Información                              ,51,1,*,*,*
Arroyo,15,Finanzas y Seguros                       ,52,2,*,*,*
Arroyo,15,"Bienes Raíces, Renta o Arrendamiento     ",53,6,9,57554,6395
Arroyo,15,Servicios Profesionales y Técnicos       ,54,2,*,*,*
Arroyo,15,Gerencia de Companías y Empresas         ,55,0,0,0,0
Arroyo,15,Servicios Adm. y Desperdicios Sólidos    ,56,1,*,*,*
Arroyo,15,Servicios Educativos                     ,61,2,287,2296345,8001
Arroyo,15,Servicios de Salud y Asistencia Social   ,62,20,218,2016980,9252
Arroyo,15,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Arroyo,15,Alojamiento y Servicios de Alimentos     ,72,15,201,772621,3844
Arroyo,15,Otros Servicios Excepto Adm. Pública     ,81,6,14,57612,4115
Arroyo,15,Administración Pública                   ,92,9,448,2031486,4535
Arroyo,15,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Barceloneta,17,Total Municipio Primer Trimestre 2023 ,10,306,10505,109331438,10408
Barceloneta,17,"Agricultura, Bosque, Pesca y Caza        ",11,2,*,*,*
Barceloneta,17,Mineria                                  ,21,0,0,0,0
Barceloneta,17,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Barceloneta,17,Construcción                             ,23,30,530,3579501,6754
Barceloneta,17,Manufactura                              ,31-33,21,3117,66098204,21206
Barceloneta,17,Alimentos                                ,311,5,*,*,*
Barceloneta,17,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Barceloneta,17,Textiles                                 ,313,0,0,0,0
Barceloneta,17,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Barceloneta,17,Ropa                                     ,315,0,0,0,0
Barceloneta,17,Cuero y Productos Relacionados           ,316,0,0,0,0
Barceloneta,17,Productos de Madera                      ,321,0,0,0,0
Barceloneta,17,Papel                                    ,322,0,0,0,0
Barceloneta,17,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Barceloneta,17,Productos de Petróleo y Carbón           ,324,0,0,0,0
Barceloneta,17,Productos Químicos                       ,325,7,1749,52061142,29766
Barceloneta,17,Productos de Goma y Plásticos            ,326,1,*,*,*
Barceloneta,17,Productos Minerales no Metálicos         ,327,0,0,0,0
Barceloneta,17,Industrias de Materiales Primarios       ,331,2,*,*,*
Barceloneta,17,Productos de Metal                       ,332,2,*,*,*
Barceloneta,17,Maquinaria                               ,333,1,*,*,*
Barceloneta,17,Computadora y Productos Electrónicos    ,334,1,*,*,*
Barceloneta,17,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Barceloneta,17,Equipo de Transportación                 ,336,0,0,0,0
Barceloneta,17,Muebles y Productos Relacionados         ,337,1,*,*,*
Barceloneta,17,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Barceloneta,17,Comercio al por Mayor                    ,42,10,102,785578,7702
Barceloneta,17,Comercio al Detal                        ,44-45,87,2055,11643057,5666
Barceloneta,17,Transportación y Almacenamiento           ,48-49,5,45,404579,8991
Barceloneta,17,Información                              ,51,3,69,410622,5951
Barceloneta,17,Finanzas y Seguros                       ,52,7,57,286064,5019
Barceloneta,17,"Bienes Raíces, Renta o Arrendamiento     ",53,7,70,514271,7347
Barceloneta,17,Servicios Profesionales y Técnicos       ,54,11,36,334293,9286
Barceloneta,17,Gerencia de Companías y Empresas         ,55,0,0,0,0
Barceloneta,17,Servicios Adm. y Desperdicios Sólidos    ,56,7,1214,6788590,5592
Barceloneta,17,Servicios Educativos                     ,61,4,420,3028740,7211
Barceloneta,17,Servicios de Salud y Asistencia Social   ,62,33,1016,6843455,6736
Barceloneta,17,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Barceloneta,17,Alojamiento y Servicios de Alimentos     ,72,49,843,3259263,3866
Barceloneta,17,Otros Servicios Excepto Adm. Pública     ,81,17,47,216870,4614
Barceloneta,17,Administración Pública                   ,92,12,862,4992919,5792
Barceloneta,17,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Barranquitas,19,Total Municipio Primer Trimestre 2023 ,10,382,3366,20337101,6042
Barranquitas,19,"Agricultura, Bosque, Pesca y Caza        ",11,48,131,312320,2384
Barranquitas,19,Mineria                                  ,21,0,0,0,0
Barranquitas,19,"Electricidad, Agua y Gas                 ",22,2,*,*,*
Barranquitas,19,Construcción                             ,23,41,158,778604,4928
Barranquitas,19,Manufactura                              ,31-33,19,204,1026366,5031
Barranquitas,19,Alimentos                                ,311,8,46,148161,3221
Barranquitas,19,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Barranquitas,19,Textiles                                 ,313,0,0,0,0
Barranquitas,19,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Barranquitas,19,Ropa                                     ,315,0,0,0,0
